priority,need,fit,name,corp_code,stock_code,listed,sector,industry,type,rev,cagr3,ebitda,ebitda_m,net_debt,nd_ebitda,debt_ratio,curr_ratio,cash,draw_3y,dep_ratio,nd_per_rev,gap_12m,gap_3y,gap_basis,fs_year,fs_source,fs_ocf,fs_capex,fs_dividend,fs_lease_repay,fs_fcf,fs_gross_debt,fs_borrowings_st,fs_d_net_debt_measured,fs_uses_direct,fs_residual,fs_residual_pct,fs_ebitda_source,angle_primary,angles_detail,min_cash_pct,min_cash_basis,runway_m,status,last_funding_date,last_funding_nm,drivers
72.8,90.6,8.2,(주)이노피아테크,00964461,,false,정보통신,컴퓨터 프로그래밍·SI,DISTRESS(구조조정형),508.9,-0.117,-133.2,-0.262,221.2,,-17.095,0.808,12.2,31.6,3,,71,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년 · 자본잠식),0.025,company_history,1,DISTRESS_EVENT,,,EBITDA 적자 -133억 / 자본잠식 / EBITDA마진 2%→-26% / 3년 순부채 +32억 vs EBITDA합 -143억 / 유동비율 81% / 현금/매출 2% / 영업적자 2/3년 / 런웨이 1개월
72.8,64.5,54.9,(주)윌앤비전,01081312,,false,사업지원·임대,사업지원 서비스,REFI(롤오버형),2196,0.047,31.4,0.014,273.4,8.7,3.304,0.8,43.8,171.5,1.648,0.431,0,0,measured_cashbridge,2025,audit,35.7,6.5,0,,29.2,317.2,141.2,-7.1,25.6,3,0.0014,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.015,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 8.7x / 부채비율 330% / 3년 순부채 +171억 vs EBITDA합 104억 / 유동비율 80% / 현금/매출 2%
72.8,54.9,72.3,에스케이플라즈마(주),01079210,,false,제조업,의료용물질·의약품,WC_BURN(운전자본형),2189.7,0.139,108.5,0.05,3671.2,33.8,1.656,1.394,646.4,938.6,2.781,0.923,2101,7278,measured_cashbridge,2025,audit,-682,1716.8,45.8,,-2410.7,4317.6,1321.7,2337.6,1935.9,-16.9,0.0077,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 14% + 마진 유지 · capex/매출 78.4% | 리캡(negative): 배당 46억 (매출의 2.1% · OCF 적자) + 순부채 +2338억 — 차입 배당 구조 | 이벤트(neutral): 지분 인수·매각 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.072,company_history,11,IN_MOTION,2025-04-09,[기재정정]주요사항보고서(유상증자결정),순부채/EBITDA 33.8x / 3년 순부채 +939억 vs EBITDA합 338억 / 매출 1원 성장에 순부채 0.92원 / 런웨이 11개월
72.8,60.8,61.7,(주)에스엠씨티,01140156,,false,제조업,자동차·트레일러,TIGHT(유동성형),366.6,0.167,15.5,0.042,117.4,7.6,6.977,0.646,0.4,37.8,0.986,0.152,37,72,measured_cashbridge,2025,audit,-0.7,6.9,,,-7.7,117.8,97.2,6.1,7.3,2.1,0.0057,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 17% + 마진 유지 · capex/매출 1.9%,0.02,company_history,7,UNLISTED_BLIND,,,순부채/EBITDA 7.6x / 부채비율 698% (3년 82%p↑) / 3년 순부채 +38억 vs EBITDA합 38억 / 유동비율 65% / 현금/매출 0% / 런웨이 7개월
72.8,51.8,78,티에스모스트(주),01327117,,false,제조업,금속가공제품,TIGHT(유동성형),1562,0.327,72.6,0.047,284.4,3.9,2.158,0.778,18.5,240.2,1.521,0.414,2,2,measured_cashbridge,2025,audit,88.2,59.7,,,27.3,303,301,-8.8,59.8,19.6,0.0126,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 33% + 마진 유지 · capex/매출 3.8%,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 3.9x / 부채비율 216% / 3년 순부채 +240억 vs EBITDA합 158억 / 유동비율 78% / 현금/매출 1%
72.8,68,48.6,가온브로드밴드(주),01490370,,false,제조업,전자부품·컴퓨터·통신장비,REFI(롤오버형),2188.9,-0.021,142.8,0.065,743.1,5.2,2.575,1.116,53.8,663,3,,0,0,measured_cashbridge,2025,audit,217.6,49.9,,,164.6,797,795.1,-64.7,51.5,101.4,0.0463,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년),0.024,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 5.2x / 부채비율 258% (3년 138%p↑) / 3년 순부채 +663억 vs EBITDA합 -244억 / 유동비율 112% / 현금/매출 2% / 영업적자 2/3년
72.7,58.5,65.5,이코리아산업(주),00510932,,false,제조업,전자부품·컴퓨터·통신장비,REFI(롤오버형),957.2,0.05,75.8,0.079,898.7,11.9,2.305,0.129,28.7,403,1.758,,143,439,measured_cashbridge,2025,audit,95.8,158.4,0,,-62.6,927.3,914.3,73,138.8,30,0.0313,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 11.9x / 부채비율 230% (3년 48%p↑) / 3년 순부채 +403억 vs EBITDA합 229억 / 유동비율 13% / 현금/매출 3%
72.7,68.3,48,한성수산식품(주),01012358,,false,제조업,식료품 제조,REFI(롤오버형),511.8,0.051,0.7,0.001,67.4,96.3,7.071,1.089,0.1,29.7,0.916,0.381,5,5,measured_cashbridge,2025,audit,17.9,1.5,,,16.4,67.5,15.5,-16.4,1.5,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(negative): 매출 CAGR 5% 인데 EBITDA마진 2.2%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.02,company_history,,,,,순부채/EBITDA 96.3x / 부채비율 707% / EBITDA마진 2%→0% / 3년 순부채 +30억 vs EBITDA합 32억 / 유동비율 109% / 현금/매출 0%
72.7,53.8,73.9,울산피피(주),01373480,,false,제조업,화학물질·화학제품,DISTRESS(구조조정형),3619.7,0.041,435.6,0.12,2440.2,5.6,4.381,0.422,0.6,-747.6,0,-0.394,0,0,measured_cashbridge,2025,audit,147.3,6.1,,,135.8,2440.8,407.8,-132.7,14.6,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년),0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 5.6x / 부채비율 438% (3년 206%p↑) / 유동비율 42% / 현금/매출 0% / 현금 2년 연속 감소 / 영업적자 2/3년
72.6,68.8,46.6,선인자동차(주),00161620,,false,도소매,자동차·부품 판매,REFI(롤오버형),2861.6,-0.036,72.2,0.025,954.9,13.2,1.613,0.727,119.7,988.8,4.46,,0,0,measured_cashbridge,2025,audit,358.8,60,8.4,,298.8,1074.6,1049.7,-213.2,145.6,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년),0.015,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 13.2x / 3년 순부채 +989억 vs EBITDA합 222억 / 유동비율 73% / 현금/매출 4% / 현금 2년 연속 감소
72.6,67.9,48.1,오진상사(주),00141945,,false,도소매,도매·상품중개,REFI(롤오버형),3012.1,-0.003,66.3,0.022,963,14.5,1.491,0.897,20.8,367.4,2.136,,71,210,measured_cashbridge,2025,audit,2.4,12,,,-9.6,983.7,747.1,217.9,264.7,-44.5,0.0148,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년),0.008,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 14.5x / 3년 순부채 +367억 vs EBITDA합 172억 / 유동비율 90% / 현금/매출 1% / 현금 2년 연속 감소
72.6,58.1,66,모멘티브퍼포먼스머티리얼스코리아(주),00615103,,false,도소매,도매·상품중개,REFI(롤오버형),947.7,-0.028,109,0.115,2240.3,20.5,1.508,0.124,37.6,481.2,1.877,,154,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년) | 이벤트(neutral): 합병 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.034,company_history,13,UNLISTED_BLIND,,,순부채/EBITDA 20.5x / 3년 순부채 +481억 vs EBITDA합 256억 / 유동비율 12% / 현금/매출 4% / 런웨이 13개월
72.6,55.6,70.3,(주)코리아하이텍,00973955,,false,제조업,전기장비,TIGHT(유동성형),2305,0.131,69.8,0.03,443.2,6.3,2.118,0.971,2.9,214.2,1.263,0.443,126,291,measured_cashbridge,2025,audit,-9.6,28.3,0,,-37.8,446.1,446.1,38.7,12,17.1,0.0074,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 13% + 마진 유지 · capex/매출 1.2%,0.02,company_history,4,UNLISTED_BLIND,,,순부채/EBITDA 6.3x / 부채비율 212% / 3년 순부채 +214억 vs EBITDA합 170억 / 유동비율 97% / 현금/매출 0% / 런웨이 4개월
72.6,68,48,(주)서울푸드시스템,01382345,,false,도소매,소매(자동차 제외),REFI(롤오버형),655.2,0.051,5.4,0.008,135.4,25.1,2.694,0.561,13.1,49.8,2.099,0.228,28,70,measured_cashbridge,2025,audit,4,17.8,,,-13.8,148.5,92.9,16.5,21.2,-0.7,0.0011,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 5% + 마진 유지 · capex/매출 2.7%,0.008,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 25.1x / 부채비율 269% (3년 47%p↑) / 3년 순부채 +50억 vs EBITDA합 24억 / 유동비율 56% / 현금/매출 2% / 현금 2년 연속 감소
72.6,78,30,(주)신진미트,01475724,,false,도소매,도매·상품중개,REFI(롤오버형),305.3,-0.027,5.3,0.017,90.8,17.1,9.367,1.106,6.7,112.6,13.761,,35,,netdebt_inferred,2025,audit,42.1,,,,,97.5,97.5,-42.1,-2.9,2.9,0.0095,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년),0.008,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 17.1x / 부채비율 937% (3년 534%p↑) / 3년 순부채 +113억 vs EBITDA합 8억 / 유동비율 111% / 현금/매출 2%
72.6,74.9,35.7,(주)강동물류,01741168,,false,운수·물류,창고·운송관련 서비스,REFI(롤오버형),500.6,0.002,3.4,0.007,31.2,9.2,7.367,1.087,0.7,36.8,977.612,0.067,23,30,measured_cashbridge,2025,audit,-1.7,0.1,,,-1.7,31.9,14.9,-5.6,-7.3,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.015,company_history,5,UNLISTED_BLIND,,,순부채/EBITDA 9.2x / 부채비율 737% (3년 261%p↑) / 3년 순부채 +37억 vs EBITDA합 0억 / 유동비율 109% / 현금/매출 0% / 현금 2년 연속 감소 / 런웨이 5개월
72.5,66.3,50.8,(주)에코아이티,01579482,,false,정보통신,컴퓨터 프로그래밍·SI,TIGHT(유동성형),527.8,0.1,11.8,0.022,55.1,4.7,4.712,0.921,4.5,26.6,4.463,0.131,34,72,measured_cashbridge,2025,audit,-7.1,5.7,,,-12.7,59.6,59.6,26,18.9,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 10% + 마진 유지 · capex/매출 1.1%,0.025,company_history,8,UNLISTED_BLIND,,,순부채/EBITDA 4.7x / 부채비율 471% (3년 160%p↑) / 3년 순부채 +27억 vs EBITDA합 6억 / 유동비율 92% / 현금/매출 1% / 런웨이 8개월
72.5,72.8,39.1,(주)정석케미칼,00201070,,false,제조업,화학물질·화학제품,DISTRESS(구조조정형),731.6,-0.03,42.9,0.059,496.4,11.6,1.766,0.662,51.2,414,3,3.083,165,527,measured_cashbridge,2025,audit,53.3,208.3,,,-155,547.7,237.6,73.5,200.4,-73.6,0.1007,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년),0.051,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 11.6x / 3년 순부채 +414억 vs EBITDA합 -77억 / 매출 1원 성장에 순부채 3.08원 / 유동비율 66% / 현금 2년 연속 감소 / 영업적자 2/3년
72.5,77.8,30,(주)서린에너지,01477227,,false,도소매,도매·상품중개,DISTRESS(구조조정형),489.5,-0.146,-1.7,-0.003,46.3,,7.632,0.673,4.5,3.3,0.256,,26,48,measured_cashbridge,2025,audit,-7.2,0.1,,,-7.3,50.7,45.8,7.9,0.3,0.4,0.0008,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 1/3년),0.008,company_history,8,,,,EBITDA 적자 -2억 / 부채비율 763% (3년 199%p↑) / 3년 순부채 +3억 vs EBITDA합 13억 / 유동비율 67% / 현금/매출 1% / 현금 2년 연속 감소 / 런웨이 8개월
72.5,74.2,36.5,(주)몬즈컴퍼니,01557921,,false,도소매,도매·상품중개,REFI(롤오버형),777.8,0.007,3.8,0.005,36.3,9.6,127.57,0.776,1.4,4.2,3,0.264,1,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.008,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 9.6x / 부채비율 12757% (3년 12215%p↑) / 3년 순부채 +4억 vs EBITDA합 -0억 / 유동비율 78% / 현금/매출 0%
72.5,71.7,41.1,(주)교림유통,01566822,,false,도소매,소매(자동차 제외),REFI(롤오버형),465.2,0.044,11.8,0.025,117.4,10,4.907,0.914,1.7,52.5,1.873,0.922,18,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.008,company_history,,DISTRESS_EVENT,,,순부채/EBITDA 10.0x / 부채비율 491% / 3년 순부채 +52억 vs EBITDA합 28억 / 매출 1원 성장에 순부채 0.92원 / 유동비율 91% / 현금/매출 0%
72.4,72.7,38.7,(주)에스디하이텍,01630534,,false,제조업,자동차·트레일러,REFI(롤오버형),398,0.019,18.5,0.047,138.8,7.5,8.857,0.46,2.4,36.3,1.827,,47,105,measured_cashbridge,2025,audit,1.1,20.9,,,-19.8,141.1,93.1,5.9,13.2,-6.2,0.0156,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 7.5x / 부채비율 886% (3년 522%p↑) / 3년 순부채 +36억 vs EBITDA합 20억 / 유동비율 46% / 현금/매출 1%
72.4,46,86.7,(주)서진캠,00361345,,false,제조업,자동차·트레일러,TIGHT(유동성형),4235.2,0.1,423.6,0.1,2627.7,6.2,1.71,0.626,36.4,522.3,0.397,0.495,167,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 10% + 마진 유지 | 이벤트(neutral): 합병 — 승계·증여·분쟁 여부는 주주 레벨 사건이라 재무로 안 보임. 대주주 연령·지분율 개별 확인 필요,0.02,company_history,,UNLISTED_BLIND,,,"순부채/EBITDA 6.2x / 3년 순부채 +522억 vs EBITDA합 1,316억 / 유동비율 63% / 현금/매출 1%"
72.4,52.2,75.6,제이씨엔울산중앙방송,00368861,,false,정보통신,방송업,REFI(롤오버형),801.7,0.035,133.5,0.167,682.3,5.1,3.959,0.804,58.5,85.2,0.168,1.122,0,0,measured_cashbridge,2025,audit,89.5,58.3,4.2,,31.2,740.9,90.9,-24.2,61.8,3.6,0.0044,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.04,company_history,,,,,순부채/EBITDA 5.1x / 부채비율 396% / EBITDA마진 24%→17% / 3년 순부채 +85억 vs EBITDA합 509억 / 매출 1원 성장에 순부채 1.12원 / 유동비율 80%
72.4,63.7,54.8,(주)우신버스,00249654,,false,운수·물류,육상운송·파이프라인,REFI(롤오버형),375,0.002,34.4,0.092,156.8,4.6,8.945,0.523,86.5,132.2,3.374,3.154,0,63,measured_cashbridge,2025,audit,6.7,21.9,,,-15.2,243.3,233.3,-31.8,-55.2,30.1,0.0803,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년),0.015,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 4.6x / 부채비율 894% (3년 715%p↑) / 3년 순부채 +132억 vs EBITDA합 39억 / 매출 1원 성장에 순부채 3.15원 / 유동비율 52% / 영업적자 2/3년
72.4,78.3,28.7,(주)삼양스틸,00763589,,false,제조업,금속가공제품,DISTRESS(구조조정형),692.4,-0.012,7,0.01,109,15.6,3.925,1.195,23.3,75.3,3,,0,0,measured_cashbridge,2025,audit,31.4,2.3,,,29.1,132.3,123.6,-24.2,2.2,5,0.0073,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년),0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 15.6x / 부채비율 392% (3년 137%p↑) / 3년 순부채 +75억 vs EBITDA합 -16억 / 유동비율 119% / 현금/매출 3% / 영업적자 2/3년
72.4,43.8,90.8,(주)세프라,00767035,,false,제조업,화학물질·화학제품,GROWTH(성장자금형),2655.4,0.229,237.2,0.089,781.8,3.3,9.583,0.454,86.4,155.3,0.731,0.347,0,0,measured_cashbridge,2025,audit,423.9,74.9,2.6,,349,868.2,868.2,23,268.1,178.8,0.0673,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 23% + 마진 유지 · capex/매출 2.8%,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 3.3x / 부채비율 958% / 3년 순부채 +155억 vs EBITDA합 212억 / 유동비율 45% / 현금/매출 3%
72.4,51.9,76.1,(주)데어리젠,00965886,,false,제조업,식료품 제조,GROWTH(성장자금형),682.9,0.147,45.8,0.067,211.3,4.6,4.203,0.817,44.6,118.7,1.048,0.535,18,98,measured_cashbridge,2025,audit,18.9,46,2.6,,-27.1,256,140.6,-29.6,11.4,-22,0.0322,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 15% + 마진 유지 · capex/매출 6.7%,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 4.6x / 부채비율 420% / 3년 순부채 +119억 vs EBITDA합 113억 / 매출 1원 성장에 순부채 0.53원 / 유동비율 82%
72.3,39.4,98.1,한국렌탈(주),00157292,,false,사업지원·임대,임대업(부동산 제외),WC_BURN(운전자본형),2668.3,0.137,1022.3,0.383,2556.5,2.5,2.337,0.527,543.2,933.2,0.325,1.41,7,713,measured_cashbridge,2025,audit,-102.3,12.4,0,,-114.7,3099.7,2385.2,389,260.5,26.2,0.0098,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(negative): 매출 CAGR 14% 인데 EBITDA마진 11.2%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.074,company_history,64,,,,"부채비율 234% (3년 59%p↑) / EBITDA마진 50%→38% / 3년 순부채 +933억 vs EBITDA합 2,868억 / 매출 1원 성장에 순부채 1.41원 / 유동비율 53%"
72.3,48.5,81.8,(주)우신세이프티시스템,00113988,,false,제조업,자동차·트레일러,GROWTH(성장자금형),1931.9,0.168,114.7,0.059,649.2,5.7,5.625,0.7,1,145.6,0.54,0.154,5,5,measured_cashbridge,2025,audit,208.1,131,,,74.1,650.1,587,-64.6,141.2,2.3,0.0012,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 17% + 마진 유지 · capex/매출 6.8%,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 5.7x / 부채비율 562% / 3년 순부채 +146억 vs EBITDA합 270억 / 유동비율 70% / 현금/매출 0%
